"","ontology","GO","set","n_genes","V1","V2","term","parent","parentTerm","size","pvalue","qvalue","score"
"1285","BP","GO:1903038","topfind",1,-0.118864679382326,0.0148046110792684,"negative regulation of leukocyte cell-cell adhesion","GO:0022610","biological adhesion",6,0.000731334356597165,0.00304285820739098,2.51671828463901
"1286","BP","GO:1903076","topfind",3,-0.072643896076976,-0.0423688564531597,"regulation of protein localization to plasma membrane","GO:0033365","protein localization to organelle",20,9.56359827500499e-09,9.75053546508299e-08,7.01097153372246
"1287","BP","GO:1903078","topfind",6,-0.109024916381233,-0.0234931003884779,"positive regulation of protein localization to plasma membrane","GO:0033365","protein localization to organelle",59,6.57323094280688e-06,4.28182048202027e-05,4.36837154472545
"1288","BP","GO:1903146","topfind",2,-0.219803621317792,0.212355712733718,"regulation of autophagy of mitochondrion","GO:0016043","cellular component organization",16,7.08981638763614e-06,4.57280451238395e-05,4.33981736433277
"1289","BP","GO:1903202","topfind",2,-0.169963786103402,-0.405850535885349,"negative regulation of oxidative stress-induced cell death","GO:0006950","response to stress",10,1.38765178178416e-06,1.01714027752366e-05,4.99261914781148
"1290","BP","GO:1903204","topfind",1,-0.15980926003299,-0.391340057853249,"negative regulation of oxidative stress-induced neuron death","GO:0006950","response to stress",13,0.000500581570347007,0.00216656514137539,2.66422824864919
"1291","BP","GO:1903205","topfind",1,-0.118698320117823,-0.46225032203158,"regulation of hydrogen peroxide-induced cell death","GO:0006950","response to stress",1,3.44336192878211e-05,0.000191836835629827,3.71706799792245
"1292","BP","GO:1903799","topfind",2,-0.304247389539463,0.223286757760482,"negative regulation of production of miRNAs involved in gene silencing by miRNA","GO:0006396","RNA processing",11,0.0002166935691972,0.00102145403476192,2.99078117176125
"1293","BP","GO:1903829","topfind",1,-0.124461662210396,-0.0218798569440327,"positive regulation of cellular protein localization","GO:0033365","protein localization to organelle",6,6.08191982877103e-18,1.72352987903519e-16,15.7635811832815
"1294","BP","GO:1904019","topfind",4,-0.000615086416803149,-0.103422382170033,"epithelial cell apoptotic process","GO:0008219","cell death",1,1.29008202698701e-16,3.12660283846885e-15,14.5049272821776
"1295","BP","GO:1904030","topfind",1,-0.343930394185655,0.25790845891631,"negative regulation of cyclin-dependent protein kinase activity","GO:0065009","regulation of molecular function",4,0.000846718156659373,0.00343168766420843,2.46449224643041
"1296","BP","GO:1904031","topfind",1,-0.330496195814966,0.240584000452605,"positive regulation of cyclin-dependent protein kinase activity","GO:0065009","regulation of molecular function",4,0.000275682700601488,0.00127611837873281,2.89410903655076
"1297","BP","GO:1904036","topfind",1,-0.125359457976321,-0.0485925213994957,"negative regulation of epithelial cell apoptotic process","GO:0008219","cell death",6,8.1817457305658e-05,0.000421260413223266,3.37544935057281
"1298","BP","GO:1904037","topfind",1,-0.114698394821167,-0.0620980278644496,"positive regulation of epithelial cell apoptotic process","GO:0008219","cell death",5,7.08981638763614e-06,4.57280451238395e-05,4.33981736433277
"1299","BP","GO:1904294","topfind",2,-0.351231108976871,-0.124517377606546,"positive regulation of ERAD pathway","GO:0006950","response to stress",8,0.000261672582560922,0.00121674370108108,2.91480089336291
"1300","BP","GO:1904357","topfind",1,-0.275333922490393,0.243593515342936,"negative regulation of telomere maintenance via telomere lengthening","GO:0010833","telomere maintenance via telomere lengthening",10,1.94102925279707e-06,1.37650527700821e-05,4.86122211934428
"1301","BP","GO:1904358","topfind",2,-0.26643766177543,0.236621165668035,"positive regulation of telomere maintenance via telomere lengthening","GO:0010833","telomere maintenance via telomere lengthening",5,6.03364750394965e-07,4.6799778807575e-06,5.32975619955145
"1302","BP","GO:1904358","Unreported+high ratio",1,-0.26643766177543,0.236621165668035,"positive regulation of telomere maintenance via telomere lengthening","GO:0010833","telomere maintenance via telomere lengthening",5,0.000245455998948373,0.00676931908210877,2.16945501429201
"1303","BP","GO:1904385","topfind",4,-0.024830183873973,-0.412464094397877,"cellular response to angiotensin","GO:1901698","response to nitrogen compound",11,6.85240206469517e-07,5.26961432282862e-06,5.27822116915114
"1304","BP","GO:1904591","topfind",1,-0.0893671079873463,-0.0273917020639319,"positive regulation of protein import","GO:0032879","regulation of localization",1,2.18265224738019e-09,2.40962130009856e-08,7.6180512064711
"1305","BP","GO:1904645","topfind",1,-0.0089489457720925,-0.386277052282753,"response to amyloid-beta","GO:1901698","response to nitrogen compound",16,3.31231237945256e-05,0.000185975230166143,3.73054489512893
"1306","BP","GO:1904646","topfind",5,-0.0265648997632916,-0.419924464147585,"cellular response to amyloid-beta","GO:1901698","response to nitrogen compound",48,1.20756964829054e-05,7.41645591160008e-05,4.12980358066963
"1307","BP","GO:1904706","topfind",3,-0.104763101051838,0.0113572135715563,"negative regulation of vascular associated smooth muscle cell proliferation","GO:0042127","regulation of cell population proliferation",50,0.000846718156659373,0.00343168766420843,2.46449224643041
"1308","BP","GO:1905477","topfind",2,-0.114416553066715,-0.0228933560880809,"positive regulation of protein localization to membrane","GO:0033365","protein localization to organelle",7,1.91170529676026e-08,1.86962700082614e-07,6.72824502856559
"1309","BP","GO:1905898","topfind",1,-0.143486251732469,-0.313857157004459,"positive regulation of response to endoplasmic reticulum stress","GO:0006950","response to stress",1,4.43335785491581e-07,3.47996835765365e-06,5.45842470494965
"1310","BP","GO:1990000","topfind",4,-0.139685879692097,0.208877924376509,"amyloid fibril formation","GO:0097435","supramolecular fiber organization",19,6.14257838408966e-06,4.02313732563033e-05,4.3954351429829
"1311","BP","GO:1990138","topfind",2,0.490757720982634,0.16885592162692,"neuron projection extension","GO:0040007","growth",24,1.23934596559277e-07,1.06326725391379e-06,5.97335756114744
"1312","BP","GO:1990776","topfind",1,-0.00815695733044369,-0.386318001744726,"response to angiotensin","GO:1901698","response to nitrogen compound",5,1.60421212685262e-06,1.15586775666518e-05,4.93709185089464
"1313","BP","GO:1990830","Unreported+high ratio",4,-0.026042004416183,-0.402745973159601,"cellular response to leukemia inhibitory factor","GO:1901698","response to nitrogen compound",94,0.000170930502747642,0.0050014543039737,2.30090369479292
"1314","BP","GO:2000008","topfind",1,-0.0664131920308433,-0.0418400571736391,"regulation of protein localization to cell surface","GO:0033365","protein localization to organelle",10,0.0002277518560247,0.00106868178596205,2.9711515924282
"1315","BP","GO:2000010","topfind",3,-0.0995775720987901,-0.0239123445754599,"positive regulation of protein localization to cell surface","GO:0033365","protein localization to organelle",22,0.000312270992386362,0.00142441483092334,2.84636351312567
"1316","BP","GO:2000045","topfind",5,-0.0790597227608794,-0.0231467573955749,"regulation of G1/S transition of mitotic cell cycle","GO:0000278","mitotic cell cycle",16,3.47317266392721e-17,9.09087157634476e-16,15.0413944773224
"1317","BP","GO:2000045","Unreported",2,-0.0790597227608794,-0.0231467573955749,"regulation of G1/S transition of mitotic cell cycle","GO:0000278","mitotic cell cycle",16,0.000172662002728967,0.00410171978760102,2.38703401214303
"1318","BP","GO:2000050","topfind",1,-0.104849612223822,-0.30996782522389,"regulation of non-canonical Wnt signaling pathway","GO:0023051","regulation of signaling",4,0.000951882895876957,0.00381070805590786,2.41899432190873
"1319","BP","GO:2000059","topfind",2,-0.342014680988604,0.278028353521712,"negative regulation of ubiquitin-dependent protein catabolic process","GO:0009894","regulation of catabolic process",17,0.000583859746675607,0.00248528826526968,2.6046232307716
"1320","BP","GO:2000060","topfind",2,-0.346228193544594,0.281167169849319,"positive regulation of ubiquitin-dependent protein catabolic process","GO:0009894","regulation of catabolic process",21,1.24814403807011e-08,1.25301824072924e-07,6.90204260674696
"1321","BP","GO:2000107","topfind",1,-0.124912328899324,-0.0496852640597097,"negative regulation of leukocyte apoptotic process","GO:0008219","cell death",2,0.000778387331196772,0.00320344883359312,2.4943822082932
"1322","BP","GO:2000109","topfind",1,-0.0637000971358083,-0.080086611244166,"regulation of macrophage apoptotic process","GO:0008219","cell death",1,0.00241910072937254,0.00875449323781979,2.05776898840272
"1323","BP","GO:2000134","topfind",6,-0.127233075903707,0.0085985777151365,"negative regulation of G1/S transition of mitotic cell cycle","GO:0000278","mitotic cell cycle",62,1.46498688550362e-11,2.10478554927247e-10,9.6767921466274
"1324","BP","GO:2000145","topfind",4,-0.0854288963751566,-0.0442512663023744,"regulation of cell motility","GO:0006928","movement of cell or subcellular component",15,2.2243682617976e-14,4.38657609545729e-13,12.357874332383
"1325","BP","GO:2000249","topfind",2,-0.0313702068474418,0.00910187103744641,"regulation of actin cytoskeleton reorganization","GO:0030036","actin cytoskeleton organization",21,4.03088633417758e-05,0.000221145730437578,3.65532144094416
"1326","BP","GO:2000251","topfind",4,-0.0681839132562087,0.023018809919918,"positive regulation of actin cytoskeleton reorganization","GO:0030036","actin cytoskeleton organization",21,1.09306288415442e-05,6.76514758395834e-05,4.16972272468356
"1327","BP","GO:2000269","topfind",1,-0.0683053003142704,-0.0797635076231002,"regulation of fibroblast apoptotic process","GO:0008219","cell death",3,1.09306288415442e-05,6.76514758395834e-05,4.16972272468356
"1328","BP","GO:2000271","topfind",2,-0.101583444877139,-0.0608903145101098,"positive regulation of fibroblast apoptotic process","GO:0008219","cell death",9,0.00241910072937254,0.00875449323781979,2.05776898840272
"1329","BP","GO:2000279","topfind",1,-0.317901960200407,0.248768877876722,"negative regulation of DNA biosynthetic process","GO:0051052","regulation of DNA metabolic process",14,5.18309104928652e-07,4.04640882567943e-06,5.39293024075281
"1330","BP","GO:2000377","topfind",1,-0.231662315696442,0.175811305397912,"regulation of reactive oxygen species metabolic process","GO:2000377","regulation of reactive oxygen species metabolic process",21,9.71643043582024e-10,1.11367621460245e-08,7.95324105570705
"1331","BP","GO:2000378","topfind",5,-0.253759569934643,0.176091058199589,"negative regulation of reactive oxygen species metabolic process","GO:2000377","regulation of reactive oxygen species metabolic process",23,9.29587434128759e-07,7.00646110037572e-06,5.15450128483745
"1332","BP","GO:2000379","topfind",3,-0.2489417302045,0.171546662599502,"positive regulation of reactive oxygen species metabolic process","GO:2000377","regulation of reactive oxygen species metabolic process",32,1.34986085648228e-05,8.22021865055794e-05,4.08511663045656
"1333","BP","GO:2000406","topfind",2,-0.0614908253517852,-0.0602774610468874,"positive regulation of T cell migration","GO:0016477","cell migration",15,0.00228008809704597,0.00836071019996787,2.07775682987837
"1334","BP","GO:2000463","topfind",3,0.0563202682324584,-0.203858667163855,"positive regulation of excitatory postsynaptic potential","GO:0023051","regulation of signaling",26,0.00209616998113281,0.00774947689994554,2.11072761196265
"1335","BP","GO:2000637","topfind",1,-0.260697995612144,0.184886237239056,"positive regulation of gene silencing by miRNA","GO:0048523","negative regulation of cellular process",15,0.000659225416249566,0.00277005519332421,2.55751157753579
"1336","BP","GO:2000650","topfind",3,-0.143564125249165,0.0143058078123449,"negative regulation of sodium ion transmembrane transporter activity","GO:0010959","regulation of metal ion transport",11,0.000142422742706528,0.000696439471468472,3.15711662274258
"1337","BP","GO:2000679","topfind",2,-0.0627708247170567,0.0210484091826312,"positive regulation of transcription regulatory region DNA binding","GO:0065009","regulation of molecular function",15,0.000846718156659373,0.00343168766420843,2.46449224643041
"1338","BP","GO:2000737","topfind",2,0.203805472746211,0.128190253173436,"negative regulation of stem cell differentiation","GO:0048863","stem cell differentiation",17,0.00118619195366342,0.00466059480484133,2.33155865327229
"1339","BP","GO:2000758","topfind",2,-0.300634865895348,0.237107979009068,"positive regulation of peptidyl-lysine acetylation","GO:0006464","cellular protein modification process",4,0.000392599830852948,0.00175414871662292,2.755933589949
"1340","BP","GO:2000765","topfind",1,-0.29202303934656,0.26049036063548,"regulation of cytoplasmic translation","GO:0034248","regulation of cellular amide metabolic process",3,0.000749244012174786,0.00310302554639477,2.50821464896865
"1341","BP","GO:2000767","topfind",3,-0.299612995874684,0.249297243575163,"positive regulation of cytoplasmic translation","GO:0034248","regulation of cellular amide metabolic process",8,0.00017704307502091,0.000850137460974323,3.07051084638458
"1342","BP","GO:2000779","topfind",3,-0.326833360802977,-0.104820414932397,"regulation of double-strand break repair","GO:0048583","regulation of response to stimulus",5,0.000907248972457048,0.00366463417718621,2.43596937238956
"1343","BP","GO:2000811","topfind",5,-0.115771126926106,-0.0483856075900948,"negative regulation of anoikis","GO:0008219","cell death",18,2.42675654364275e-07,1.99176665919504e-06,5.70076154169536
"1344","BP","GO:2001020","topfind",4,-0.124563538713835,-0.374916062718639,"regulation of response to DNA damage stimulus","GO:0048583","regulation of response to stimulus",13,5.90023024930947e-15,1.24180869399209e-13,12.9059453039524
"1345","BP","GO:2001022","topfind",1,-0.155462760186777,-0.328762342528906,"positive regulation of response to DNA damage stimulus","GO:0048583","regulation of response to stimulus",13,2.42107680791857e-06,1.69687544921109e-05,4.77035003376097
"1346","BP","GO:2001022","Unreported",2,-0.155462760186777,-0.328762342528906,"positive regulation of response to DNA damage stimulus","GO:0048583","regulation of response to stimulus",13,5.16612920797231e-05,0.0015429791717421,2.81163993632086
"1347","BP","GO:2001056","topfind",1,-0.343154064832268,0.265109418026326,"positive regulation of cysteine-type endopeptidase activity","GO:0030162","regulation of proteolysis",9,1.64685587990794e-10,2.06877288369587e-09,8.68428718491265
"1348","BP","GO:2001141","topfind",1,-0.376324026549037,0.308673107343297,"regulation of RNA biosynthetic process","GO:0031328","positive regulation of cellular biosynthetic process",3,2.5510275548305e-11,3.55858456195154e-10,9.44872270965929
"1349","BP","GO:2001234","topfind",5,-0.187197136764565,-0.322969563086286,"negative regulation of apoptotic signaling pathway","GO:0008219","cell death",30,3.23044280130403e-20,1.13983957273463e-18,17.9431562693468
"1350","BP","GO:2001235","topfind",3,-0.168503380772754,-0.327347235584614,"positive regulation of apoptotic signaling pathway","GO:0008219","cell death",29,4.01410736723911e-15,8.59926929446046e-14,13.065538450485
"1351","BP","GO:2001236","topfind",1,-0.134067232941389,-0.371419864334393,"regulation of extrinsic apoptotic signaling pathway","GO:0008219","cell death",6,7.3557786640386e-22,3.06051415166184e-20,19.5142056080045
"1352","BP","GO:2001237","topfind",5,-0.177602369137921,-0.319872355655044,"negative regulation of extrinsic apoptotic signaling pathway","GO:0008219","cell death",39,5.32539405357026e-13,8.97709283316129e-12,11.0468642837036
"1353","BP","GO:2001238","topfind",3,-0.159982884032112,-0.323171125624647,"positive regulation of extrinsic apoptotic signaling pathway","GO:0008219","cell death",33,3.65488944632066e-09,3.96203226424941e-08,7.40208199216738
"1354","BP","GO:2001240","topfind",6,-0.164380364314786,-0.305437252871551,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",34,2.69702762101372e-07,2.18371257773417e-06,5.66080452444648
"1355","BP","GO:2001241","topfind",2,-0.143524717943859,-0.302896482756631,"positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",10,0.00241910072937254,0.00875449323781979,2.05776898840272
"1356","BP","GO:2001243","topfind",4,-0.1816688005448,-0.327717181115245,"negative regulation of intrinsic apoptotic signaling pathway","GO:0008219","cell death",28,4.54160304073367e-10,5.43934420752096e-09,8.26445345769576
"1357","BP","GO:2001243","Unreported",2,-0.1816688005448,-0.327717181115245,"negative regulation of intrinsic apoptotic signaling pathway","GO:0008219","cell death",28,0.000170304845965488,0.00407260558558001,2.39012764743926
"1358","BP","GO:2001244","topfind",4,-0.165213650987197,-0.333467735647532,"positive regulation of intrinsic apoptotic signaling pathway","GO:0008219","cell death",39,7.23210017891208e-06,4.64791581141153e-05,4.33274174700554
"1359","CC","GO:0000228","topfind",3,-0.403762997577551,0.080389028381753,"nuclear chromosome","GO:0043232","intracellular non-membrane-bounded organelle",54,1.20517194403697e-05,9.14835066609883e-05,4.03865719677267
"1360","CC","GO:0000775","topfind",2,-0.348710190374347,0.174729134446985,"chromosome, centromeric region","GO:0043232","intracellular non-membrane-bounded organelle",62,0.000593809247824312,0.003305538146222,2.48075782667481
"1361","CC","GO:0000776","topfind",7,-0.413952261095715,0.237568456762967,"kinetochore","GO:0043232","intracellular non-membrane-bounded organelle",150,0.00139339189736952,0.00719679732558899,2.14286072763316
"1362","CC","GO:0000781","topfind",8,-0.341605208744294,0.171877586365881,"chromosome, telomeric region","GO:0043232","intracellular non-membrane-bounded organelle",187,1.04518529371635e-05,8.24741076296217e-05,4.0836823748263
"1363","CC","GO:0000785","topfind",31,-0.388462065384271,0.185963748848175,"chromatin","GO:0043232","intracellular non-membrane-bounded organelle",1067,3.8524389023448e-11,7.28329015122545e-10,9.1376723883066
"1364","CC","GO:0000791","topfind",4,-0.294409032641098,0.149793252798914,"euchromatin","GO:0043232","intracellular non-membrane-bounded organelle",38,0.000714845172460182,0.00389279816741904,2.40973811286249
"1365","CC","GO:0000793","topfind",1,-0.360717096329611,0.177516412090415,"condensed chromosome","GO:0043232","intracellular non-membrane-bounded organelle",24,1.91890824204701e-05,0.000141378386656699,3.84961697860972
"1366","CC","GO:0000794","topfind",1,-0.382047874150103,0.0821027735907326,"condensed nuclear chromosome","GO:0043232","intracellular non-membrane-bounded organelle",32,0.000645462555196782,0.00357322364810594,2.44693980045063
"1367","CC","GO:0000795","topfind",1,-0.367579800023249,0.0801496212868057,"synaptonemal complex","GO:0043232","intracellular non-membrane-bounded organelle",30,0.000388432376068243,0.00224976439780566,2.64786296015104
"1368","CC","GO:0000800","topfind",3,-0.338666544337531,0.0755049970119592,"lateral element","GO:0043232","intracellular non-membrane-bounded organelle",15,9.7442093299599e-05,0.000633494848038042,3.19825691271069
"1369","CC","GO:0001533","Unreported",4,0.222955911699051,-0.0552792488801177,"cornified envelope","GO:0001533","cornified envelope",64,0.000142434338676397,0.00141306145894802,2.84983894876607
"1370","CC","GO:0001533","Unreported+high ratio",3,0.222955911699051,-0.0552792488801177,"cornified envelope","GO:0001533","cornified envelope",64,0.000538837335685958,0.00650500012478711,2.18675269077121
"1371","CC","GO:0001725","topfind",8,-0.326083843791929,0.175636744902956,"stress fiber","GO:0005856","cytoskeleton",86,1.02586662097188e-08,1.37055780561843e-07,6.86310264262599
"1372","CC","GO:0001725","Unreported",4,-0.326083843791929,0.175636744902956,"stress fiber","GO:0005856","cytoskeleton",86,0.000171687759797079,0.00165414553189108,2.78142628383013
"1373","CC","GO:0001726","topfind",7,0.257974263590723,-0.304571721777573,"ruffle","GO:0031252","cell leading edge",102,2.50122518727999e-08,3.18276557128302e-07,6.49719534845018
"1374","CC","GO:0001726","Unreported",3,0.257974263590723,-0.304571721777573,"ruffle","GO:0031252","cell leading edge",102,4.47669018676105e-05,0.000509732223538019,3.29265791092297
"1375","CC","GO:0005576","topfind",21,0.0711404141033665,-0.0733379014769702,"extracellular region","GO:0043230","extracellular organelle",2293,1.80090104939311e-11,3.75938094060812e-10,9.42488366470341
"1376","CC","GO:0005576","Unreported",19,0.0711404141033665,-0.0733379014769702,"extracellular region","GO:0043230","extracellular organelle",2293,9.99774858413146e-19,4.55352003695442e-17,16.3416527480484
"1377","CC","GO:0005576","Unreported+high ratio",9,0.0711404141033665,-0.0733379014769702,"extracellular region","GO:0043230","extracellular organelle",2293,8.44522678827174e-09,2.9179714627063e-07,6.53491895975229
"1378","CC","GO:0005615","topfind",19,0.071369884698011,-0.0734217884154268,"extracellular space","GO:0043230","extracellular organelle",2330,1.13116354988343e-15,2.98269967627157e-14,13.5253904729216
"1379","CC","GO:0005615","Unreported",15,0.071369884698011,-0.0734217884154268,"extracellular space","GO:0043230","extracellular organelle",2330,6.68573741046499e-25,5.58259073773827e-23,22.2531642093082
"1380","CC","GO:0005615","Unreported+high ratio",7,0.071369884698011,-0.0734217884154268,"extracellular space","GO:0043230","extracellular organelle",2330,2.2201202372512e-11,1.05931451320272e-09,8.9749750775986
"1381","CC","GO:0005634","topfind",152,-0.181479797750342,-0.124873572183255,"nucleus","GO:0005634","nucleus",6928,2.30039957557182e-31,2.09545488611178e-29,28.6787216848295
"1382","CC","GO:0005634","Unreported",102,-0.181479797750342,-0.124873572183255,"nucleus","GO:0005634","nucleus",6928,3.67452283202392e-29,7.36374375537593e-27,26.1329013325475
"1383","CC","GO:0005634","Unreported+high ratio",61,-0.181479797750342,-0.124873572183255,"nucleus","GO:0005634","nucleus",6928,3.11131525655888e-18,1.558768943536e-15,14.8072182555515
"1384","CC","GO:0005635","topfind",9,-0.126325060476334,-0.188339564521321,"nuclear envelope","GO:0005635","nuclear envelope",222,1.00218349611549e-06,9.47347040667661e-06,5.02349089719796
"1385","CC","GO:0005635","Unreported",9,-0.126325060476334,-0.188339564521321,"nuclear envelope","GO:0005635","nuclear envelope",222,4.30132445002472e-08,9.36940673679298e-07,6.02828790741468
"1386","CC","GO:0005635","Unreported+high ratio",6,-0.126325060476334,-0.188339564521321,"nuclear envelope","GO:0005635","nuclear envelope",222,0.000172108759763051,0.0024993185113417,2.60217839417225
"1387","CC","GO:0005643","Unreported",5,-0.109658296228133,-0.242611197903628,"nuclear pore","GO:0005635","nuclear envelope",78,0.00118479649902062,0.00879382290384195,2.05582228475437
"1388","CC","GO:0005654","topfind",123,-0.192154283756139,-0.151930955809911,"nucleoplasm","GO:0070013","intracellular organelle lumen",5032,8.26332169364266e-30,6.36911410540765e-28,27.195920970473
"1389","CC","GO:0005654","Unreported",80,-0.192154283756139,-0.151930955809911,"nucleoplasm","GO:0070013","intracellular organelle lumen",5032,8.31198344086019e-19,3.96600352749615e-17,16.4016469038545
"1390","CC","GO:0005654","Unreported+high ratio",54,-0.192154283756139,-0.151930955809911,"nucleoplasm","GO:0070013","intracellular organelle lumen",5032,2.62962663553741e-15,2.02683529908345e-13,12.6931815407028
"1391","CC","GO:0005667","topfind",13,0.0572820002166032,-0.132937449605217,"transcription regulator complex","GO:0005667","transcription regulator complex",208,1.01745318129146e-09,1.54467892068795e-08,7.81116177997047
"1392","CC","GO:0005681","topfind",7,-0.113268535609021,-0.180897804505139,"spliceosomal complex","GO:1990904","ribonucleoprotein complex",101,1.97055015639399e-07,2.21852950191773e-06,5.65393479167815
"1393","CC","GO:0005681","Unreported",8,-0.113268535609021,-0.180897804505139,"spliceosomal complex","GO:1990904","ribonucleoprotein complex",101,1.34643567437076e-10,3.84244955672498e-09,8.41539182516323
"1394","CC","GO:0005681","Unreported+high ratio",7,-0.113268535609021,-0.180897804505139,"spliceosomal complex","GO:1990904","ribonucleoprotein complex",101,8.95730290059806e-11,3.73967396099969e-09,8.42716625959391
"1395","CC","GO:0005684","Unreported",2,-0.0978104538185076,-0.172698032043489,"U2-type spliceosomal complex","GO:1990904","ribonucleoprotein complex",12,5.88591009705508e-05,0.000641052382309695,3.19310648152866
"1396","CC","GO:0005684","Unreported+high ratio",2,-0.0978104538185076,-0.172698032043489,"U2-type spliceosomal complex","GO:1990904","ribonucleoprotein complex",12,0.00011123040592202,0.00174145104271662,2.75908873032253
"1397","CC","GO:0005694","topfind",7,-0.406770930773915,0.191267149437928,"chromosome","GO:0043232","intracellular non-membrane-bounded organelle",204,5.43943131123797e-18,1.87941730133119e-16,15.7259767794823
"1398","CC","GO:0005694","Unreported",6,-0.406770930773915,0.191267149437928,"chromosome","GO:0043232","intracellular non-membrane-bounded organelle",204,4.03931840954073e-05,0.000470627563530211,3.32732264082655
"1399","CC","GO:0005697","topfind",3,-0.0847248053426382,-0.1620674965496,"telomerase holoenzyme complex","GO:1990904","ribonucleoprotein complex",32,0.000396488525353752,0.00227018001373977,2.64393970409579
"1400","CC","GO:0005730","topfind",32,-0.404065173001563,0.0544579904552406,"nucleolus","GO:0043232","intracellular non-membrane-bounded organelle",1453,3.06263553182149e-10,5.38379088225461e-09,8.2689118173663
"1401","CC","GO:0005730","Unreported",24,-0.404065173001563,0.0544579904552406,"nucleolus","GO:0043232","intracellular non-membrane-bounded organelle",1453,4.44108243280989e-08,9.46800978228831e-07,6.02374130203239
"1402","CC","GO:0005730","Unreported+high ratio",16,-0.404065173001563,0.0544579904552406,"nucleolus","GO:0043232","intracellular non-membrane-bounded organelle",1453,1.0484895583403e-06,2.76470141436046e-05,4.55835176529879
"1403","CC","GO:0005737","topfind",145,-0.0762517522233718,-0.093057975643636,"cytoplasm","GO:0005737","cytoplasm",5655,4.65034504759587e-39,2.32982286884553e-36,35.6326770961444
"1404","CC","GO:0005737","Unreported",90,-0.0762517522233718,-0.093057975643636,"cytoplasm","GO:0005737","cytoplasm",5655,2.14543492050096e-17,8.26817611669985e-16,15.0825902812348
"1405","CC","GO:0005737","Unreported+high ratio",56,-0.0762517522233718,-0.093057975643636,"cytoplasm","GO:0005737","cytoplasm",5655,1.39449863515712e-12,7.99293519397312e-11,10.0972937082379
"1406","CC","GO:0005739","topfind",38,-0.121142024282002,-0.100330920939169,"mitochondrion","GO:0005737","cytoplasm",1752,1.19394497929733e-08,1.57412219638938e-07,6.80296155713723
"1407","CC","GO:0005741","topfind",11,0.0198408946429178,-0.142782419933431,"mitochondrial outer membrane","GO:0031968","organelle outer membrane",219,2.07865343270035e-06,1.92852846256088e-05,4.7147739471314
"1408","CC","GO:0005768","topfind",9,-0.154490136815967,-0.207377965483035,"endosome","GO:0031982","vesicle",334,0.00174957290138143,0.00899011306248303,2.04623484640874
"1409","CC","GO:0005769","topfind",8,-0.130216874950828,-0.194737635002639,"early endosome","GO:0031982","vesicle",312,0.000553037843125696,0.00311316808321319,2.50679743066945
"1410","CC","GO:0005783","topfind",25,-0.1367244223883,-0.148101079264952,"endoplasmic reticulum","GO:0012505","endomembrane system",1230,0.000971329163184318,0.00517697777399301,2.28592369954449
"1411","CC","GO:0005790","topfind",3,-0.0671086749439245,-0.116935750229894,"smooth endoplasmic reticulum","GO:0012505","endomembrane system",26,0.00100541077366009,0.00533027299051539,2.27325054796435
"1412","CC","GO:0005794","topfind",26,-0.130194154457186,-0.144177877611734,"Golgi apparatus","GO:0012505","endomembrane system",1129,9.74751313125161e-05,0.000633494848038042,3.19825691271069
"1413","CC","GO:0005813","topfind",14,-0.367389882718347,0.185177030706274,"centrosome","GO:0005856","cytoskeleton",641,7.462272966548e-05,0.000505216048140615,3.29652286257392
"1414","CC","GO:0005815","topfind",6,-0.381864762543217,0.190218716423196,"microtubule organizing center","GO:0005856","cytoskeleton",103,6.80326012025939e-08,8.01984310647048e-07,6.09583412780818
"1415","CC","GO:0005819","topfind",5,-0.361353148195642,0.183526931738178,"spindle","GO:0005856","cytoskeleton",137,0.000720854141383969,0.00390430189009047,2.40845660900446
"1416","CC","GO:0005819","Unreported",2,-0.361353148195642,0.183526931738178,"spindle","GO:0005856","cytoskeleton",137,0.000301486124995466,0.00269722408254872,2.56908297131806
"1417","CC","GO:0005829","topfind",181,-0.0579611994437457,-0.0797677617135572,"cytosol","GO:0005829","cytosol",6973,8.62757363583455e-67,8.64482878310621e-64,63.0632436038115
"1418","CC","GO:0005829","Unreported",91,-0.0579611994437457,-0.0797677617135572,"cytosol","GO:0005829","cytosol",6973,7.67469975042679e-22,4.80628071870478e-20,19.3181908671101
"1419","CC","GO:0005829","Unreported+high ratio",51,-0.0579611994437457,-0.0797677617135572,"cytosol","GO:0005829","cytosol",6973,1.91211658894399e-11,9.57970411060941e-10,9.01864790481646
"1420","CC","GO:0005844","topfind",5,0.0471326707638227,-0.134378104033599,"polysome","GO:1990904","ribonucleoprotein complex",38,4.60180547628274e-06,3.97500783382354e-05,4.40066201111242
"1421","CC","GO:0005844","Unreported",3,0.0471326707638227,-0.134378104033599,"polysome","GO:1990904","ribonucleoprotein complex",38,3.88487595635071e-07,6.59770459027697e-06,5.18060713372622
"1422","CC","GO:0005853","Unreported+high ratio",2,-0.000361971255572213,-0.122419502059747,"eukaryotic translation elongation factor 1 complex","GO:0005853","eukaryotic translation elongation factor 1 complex",4,0.000588088486212226,0.00685191468819361,2.16418805298578
"1423","CC","GO:0005856","topfind",15,-0.417825079424066,0.198416540276492,"cytoskeleton","GO:0005856","cytoskeleton",416,1.40772932287867e-17,4.70181593841475e-16,15.3277343761671
